,SS3_MAF_Leo171129_p2_S18,SS3_MAF_Leo171129_p2_S2,SS3_MAF_Leo171129_p2_S45,SS3_MAF_Leo171129_p2_S67,SS3_MAF_Leo171129_p2_S78,SS3_MAF_Leo171129_p2_S80,SS3_MAF_Leo171129_p2_S86,SS3_MAF_Leo171129_p2_S93,SS3_MAF_leo180223_p6_A02_S2,SS3_MAF_leo180223_p6_B03_S15,SS3_MAF_leo180223_p6_D01_S37,SS3_MAF_leo180223_p6_C06_S30,SS3_MAF_leo180223_p6_D04_S40,SS3_MAF_leo180223_p6_E05_S53,SS3_MAF_leo180223_p6_G11_S83,SS3_MAF_leo180223_p4_S101,SS3_MAF_leo180223_p6_H10_S94,SS3_MAF_leo180223_p4_S111,SS3_MAF_leo180223_p4_S123,SS3_MAF_leo180223_p4_S137,SS3_MAF_leo180223_p4_S146,SS3_MAF_leo180223_p4_S154,SS3_MAF_leo180223_p4_S161,SS3_MAF_leo180223_p4_S166,SS3_MAF_leo180223_p4_S171,SS3_MAF_leo180223_p4_S177,SS3_MAF_leo180223_p4_S178,SS3_MAF_leo180223_p4_S186
Ddx10,0.0,0.0,6.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0
Ddx11,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Ddx17,8.0,3.0,3.0,8.0,18.0,11.0,2.0,7.0,2.0,7.0,1.0,6.0,2.0,0.0,,4.0,2.0,,0.0,1.0,5.0,2.0,1.0,3.0,5.0,4.0,4.0,2.0
Ddx18,0.0,5.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,3.0,1.0,7.0,6.0,1.0,1.0,0.0,5.0,0.0,1.0,4.0,1.0,3.0,9.0,1.0,4.0,0.0,1.0,1.0
Ddx19a,,0.0,5.0,,7.0,1.0,,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,3.0,,0.0,,,2.0,4.0,0.0,2.0,0.0
Ddx19b,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0
Ddx20,1.0,,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,9.0,1.0,,1.0
Ddx21,,0.0,4.0,5.0,11.0,10.0,2.0,3.0,2.0,4.0,,4.0,3.0,0.0,3.0,7.0,3.0,1.0,2.0,5.0,6.0,4.0,0.0,1.0,4.0,5.0,3.0,0.0
Ddx23,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
Ddx24,14.0,4.0,4.0,14.0,14.0,13.0,12.0,0.0,6.0,9.0,6.0,1.0,12.0,2.0,7.0,4.0,9.0,3.0,4.0,11.0,2.0,8.0,11.0,2.0,16.0,8.0,6.0,5.0
Ddx25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ddx26b,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ddx27,0.0,1.0,1.0,8.0,0.0,4.0,5.0,0.0,8.0,0.0,1.0,4.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,0.0,4.0,3.0,0.0,7.0,6.0,4.0,12.0
Ddx28,0.0,0.0,3.0,0.0,1.0,,,,2.0,0.0,0.0,5.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Ddx31,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ddx39,9.0,10.0,17.0,6.0,25.0,13.0,15.0,8.0,16.0,18.0,12.0,13.0,13.0,4.0,7.0,3.0,8.0,1.0,4.0,19.0,4.0,23.0,9.0,5.0,21.0,22.0,9.0,19.0
Ddx3x,13.0,4.0,0.0,0.0,0.0,0.0,,,4.0,3.0,0.0,9.0,1.0,7.0,,,,0.0,7.0,0.0,6.0,,,0.0,4.0,,,
Ddx41,0.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0
Ddx42,0.0,6.0,6.0,0.0,,4.0,,5.0,1.0,0.0,1.0,5.0,4.0,,3.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,8.0
Ddx46,14.0,,8.0,10.0,2.0,7.0,4.0,6.0,6.0,0.0,1.0,3.0,8.0,1.0,4.0,2.0,1.0,,0.0,4.0,0.0,8.0,3.0,2.0,3.0,8.0,7.0,8.0
Ddx47,8.0,4.0,15.0,0.0,1.0,19.0,6.0,2.0,7.0,4.0,6.0,4.0,5.0,0.0,4.0,3.0,2.0,0.0,9.0,4.0,3.0,8.0,3.0,2.0,9.0,8.0,7.0,9.0
Ddx50,0.0,0.0,3.0,2.0,2.0,0.0,0.0,,4.0,2.0,0.0,3.0,4.0,0.0,1.0,,1.0,1.0,6.0,3.0,,2.0,2.0,0.0,0.0,6.0,5.0,1.0
Ddx51,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
Ddx52,1.0,,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,,2.0,0.0,1.0,6.0,3.0,1.0,2.0
Ddx54,1.0,1.0,,1.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,,1.0,,1.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0
Ddx55,0.0,,0.0,2.0,0.0,0.0,,0.0,6.0,,0.0,,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,0.0,0.0,1.0
Ddx56,10.0,3.0,3.0,2.0,6.0,3.0,3.0,0.0,2.0,3.0,1.0,5.0,4.0,5.0,2.0,1.0,4.0,3.0,6.0,6.0,0.0,4.0,3.0,7.0,4.0,3.0,6.0,3.0
Ddx58,0.0,,,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,,3.0,,0.0,0.0
Ddx59,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,,0.0
Ddx6,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
Deaf1,0.0,,1.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.0,,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
Decr1,5.0,1.0,0.0,10.0,5.0,0.0,4.0,0.0,5.0,3.0,1.0,5.0,6.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,4.0
Decr2,3.0,1.0,1.0,2.0,1.0,0.0,,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
Dedd,8.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
Def6,4.0,0.0,5.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Def8,0.0,,0.0,0.0,,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Degs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Dek,2.0,0.0,10.0,29.0,3.0,5.0,30.0,16.0,10.0,10.0,18.0,9.0,13.0,8.0,6.0,2.0,8.0,1.0,10.0,8.0,2.0,8.0,2.0,3.0,17.0,8.0,4.0,20.0
Dennd1a,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,0.0,,,0.0
Dennd1b,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Dennd2a,2.0,,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0
Dennd2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dennd3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennd4a,,,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0
Dennd4b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennd4c,,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dennd5a,,,0.0,9.0,,4.0,,0.0,6.0,,2.0,0.0,,,0.0,0.0,10.0,,0.0,2.0,,,,,,3.0,,1.0
Dennd5b,0.0,0.0,,0.0,0.0,,1.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
Denr,0.0,,22.0,,42.0,,,,23.0,,,,16.0,12.0,11.0,,10.0,5.0,13.0,,6.0,,,0.0,,,,
Depdc1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Depdc5,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
Depdc7,4.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deptor,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Dera,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
Derl1,1.0,0.0,0.0,2.0,1.0,,5.0,15.0,12.0,5.0,7.0,0.0,3.0,2.0,4.0,0.0,2.0,4.0,2.0,3.0,0.0,1.0,7.0,7.0,1.0,5.0,3.0,7.0
Derl2,11.0,6.0,0.0,10.0,26.0,6.0,23.0,7.0,16.0,6.0,6.0,5.0,10.0,7.0,13.0,9.0,9.0,6.0,10.0,3.0,5.0,6.0,5.0,7.0,5.0,10.0,5.0,2.0
Des,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Det1,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Dexi,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dffa,0.0,,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,4.0
Dffb,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dfna5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Dgcr14,,0.0,0.0,11.0,,4.0,3.0,1.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,,0.0,3.0,0.0,0.0,0.0
Dgcr2,7.0,0.0,0.0,3.0,0.0,4.0,7.0,7.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,0.0,3.0,2.0
Dgcr8,0.0,,0.0,1.0,0.0,0.0,4.0,2.0,,0.0,0.0,6.0,0.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0
Dgka,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
Dgkd,2.0,,,0.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,,2.0,5.0,0.0,1.0,0.0,,1.0
Dgkh,4.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Dgkq,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dguok,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0
Dhcr24,,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0
Dhcr7,0.0,0.0,5.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,8.0
Dhdds,,4.0,2.0,3.0,,2.0,0.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,5.0,1.0
Dhdh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhfr,4.0,,10.0,,0.0,0.0,4.0,0.0,5.0,6.0,2.0,10.0,8.0,1.0,0.0,2.0,4.0,2.0,2.0,5.0,1.0,0.0,5.0,1.0,3.0,2.0,0.0,11.0
Dhodh,0.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,8.0,2.0,4.0,1.0
Dhps,0.0,3.0,0.0,0.0,0.0,,,0.0,7.0,1.0,0.0,0.0,,,1.0,0.0,1.0,,0.0,0.0,,3.0,3.0,1.0,2.0,0.0,0.0,1.0
Dhrs1,0.0,6.0,4.0,4.0,,4.0,,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,9.0,5.0,0.0,1.0,2.0,0.0,5.0,5.0,3.0,4.0,1.0,10.0,2.0
Dhrs11,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
Dhrs13,11.0,0.0,6.0,1.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,4.0,1.0
Dhrs3,13.0,0.0,7.0,13.0,4.0,1.0,15.0,7.0,11.0,1.0,5.0,6.0,1.0,10.0,1.0,11.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0
Dhrs4,4.0,0.0,1.0,2.0,0.0,,0.0,0.0,4.0,0.0,2.0,9.0,1.0,0.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,5.0
Dhrs7,0.0,8.0,0.0,0.0,2.0,0.0,2.0,13.0,5.0,8.0,8.0,6.0,0.0,1.0,6.0,2.0,2.0,4.0,4.0,6.0,1.0,1.0,0.0,1.0,10.0,,10.0,0.0
Dhrs7b,1.0,0.0,2.0,0.0,2.0,4.0,3.0,5.0,3.0,0.0,2.0,5.0,4.0,2.0,8.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0
Dhrs9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0
Dhtkd1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhx15,9.0,6.0,0.0,1.0,12.0,6.0,10.0,13.0,4.0,5.0,2.0,11.0,4.0,1.0,5.0,3.0,0.0,4.0,3.0,0.0,7.0,2.0,4.0,2.0,6.0,1.0,1.0,7.0
Dhx16,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,2.0,,2.0,2.0
Dhx29,13.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
Dhx30,6.0,10.0,9.0,2.0,1.0,3.0,6.0,0.0,2.0,6.0,3.0,0.0,0.0,3.0,4.0,3.0,7.0,1.0,1.0,4.0,0.0,1.0,5.0,0.0,5.0,4.0,16.0,2.0
Dhx32,6.0,4.0,10.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,4.0,2.0,4.0,0.0,1.0,7.0,0.0,1.0,0.0,3.0,0.0
Dhx33,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,2.0,1.0,3.0
Dhx34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,1.0
Dhx35,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Dhx37,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Dhx38,8.0,,0.0,5.0,4.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,5.0,0.0
Dhx40,4.0,,0.0,1.0,0.0,3.0,,10.0,15.0,3.0,0.0,2.0,6.0,2.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Dhx57,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0
Dhx58,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Dhx8,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,2.0,1.0,6.0,2.0,2.0,1.0,0.0,,2.0,1.0,2.0,0.0,1.0,2.0,3.0,,1.0,0.0,1.0,2.0
Dhx9,0.0,3.0,0.0,,0.0,,,9.0,,,14.0,14.0,,1.0,,3.0,,0.0,3.0,,0.0,0.0,3.0,0.0,8.0,3.0,,0.0
Diablo,0.0,,11.0,0.0,12.0,3.0,11.0,0.0,9.0,6.0,0.0,4.0,4.0,6.0,7.0,1.0,2.0,0.0,1.0,6.0,0.0,3.0,2.0,0.0,3.0,3.0,2.0,1.0
Diap1,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0
Diap2,,,1.0,,,0.0,,,4.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,
Diap3,0.0,2.0,,,1.0,0.0,,0.0,1.0,1.0,7.0,1.0,4.0,,3.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,4.0,0.0,2.0
Dicer1,,2.0,5.0,1.0,,0.0,1.0,0.0,4.0,3.0,5.0,7.0,,0.0,4.0,0.0,0.0,,2.0,,3.0,,1.0,1.0,0.0,6.0,10.0,11.0
Dido1,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0
Diexf,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0
Dimt1,5.0,1.0,4.0,0.0,2.0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Dio3,49.0,0.0,9.0,8.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dio3os,11.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0
Dip2a,0.0,,2.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Dip2b,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0
Dip2c,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0
Dirc2,4.0,0.0,6.0,2.0,0.0,6.0,7.0,4.0,9.0,8.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0
Dis3,5.0,2.0,4.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,3.0,2.0,4.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0
Dis3l,,0.0,4.0,1.0,0.0,,0.0,0.0,,0.0,,0.0,2.0,,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Dis3l2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dixdc1,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Dkc1,0.0,,13.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
