,SS3_MAF_Leo171129_p2_S18,SS3_MAF_Leo171129_p2_S2,SS3_MAF_Leo171129_p2_S45,SS3_MAF_Leo171129_p2_S67,SS3_MAF_Leo171129_p2_S78,SS3_MAF_Leo171129_p2_S80,SS3_MAF_Leo171129_p2_S86,SS3_MAF_Leo171129_p2_S93,SS3_MAF_leo180223_p6_A02_S2,SS3_MAF_leo180223_p6_B03_S15,SS3_MAF_leo180223_p6_D01_S37,SS3_MAF_leo180223_p6_C06_S30,SS3_MAF_leo180223_p6_D04_S40,SS3_MAF_leo180223_p6_E05_S53,SS3_MAF_leo180223_p6_G11_S83,SS3_MAF_leo180223_p4_S101,SS3_MAF_leo180223_p6_H10_S94,SS3_MAF_leo180223_p4_S111,SS3_MAF_leo180223_p4_S123,SS3_MAF_leo180223_p4_S137,SS3_MAF_leo180223_p4_S146,SS3_MAF_leo180223_p4_S154,SS3_MAF_leo180223_p4_S161,SS3_MAF_leo180223_p4_S166,SS3_MAF_leo180223_p4_S171,SS3_MAF_leo180223_p4_S177,SS3_MAF_leo180223_p4_S178,SS3_MAF_leo180223_p4_S186
Timm50,14.0,9.0,2.0,6.0,26.0,10.0,3.0,8.0,4.0,14.0,3.0,8.0,13.0,9.0,4.0,3.0,5.0,4.0,9.0,13.0,2.0,4.0,8.0,0.0,15.0,11.0,13.0,12.0
Timm8b,27.0,,,19.0,,17.0,15.0,35.0,24.0,10.0,,9.0,32.0,,0.0,0.0,4.0,0.0,,19.0,,3.0,,,,13.0,15.0,0.0
Timm9,3.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,3.0,1.0,3.0,3.0,5.0,2.0,0.0,2.0,6.0
Timp1,8.0,0.0,122.0,151.0,1.0,0.0,0.0,0.0,128.0,0.0,0.0,32.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0
Timp2,63.0,11.0,46.0,27.0,20.0,26.0,59.0,14.0,32.0,21.0,47.0,6.0,35.0,19.0,17.0,37.0,15.0,8.0,10.0,10.0,33.0,43.0,11.0,13.0,52.0,8.0,26.0,30.0
Timp3,57.0,1.0,2.0,12.0,32.0,6.0,0.0,4.0,10.0,28.0,3.0,11.0,8.0,3.0,13.0,4.0,2.0,3.0,3.0,6.0,28.0,39.0,8.0,13.0,45.0,8.0,0.0,16.0
Tinagl1,10.0,3.0,1.0,2.0,14.0,4.0,1.0,0.0,9.0,8.0,0.0,9.0,0.0,0.0,4.0,2.0,6.0,1.0,3.0,9.0,1.0,16.0,3.0,1.0,10.0,0.0,9.0,5.0
Tinf2,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
Tiparp,0.0,0.0,0.0,15.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,2.0,1.0,3.0,4.0,2.0,1.0,5.0
Tipin,3.0,3.0,15.0,2.0,4.0,6.0,10.0,10.0,3.0,5.0,15.0,9.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,2.0,3.0,9.0,7.0,5.0,15.0,9.0,3.0,7.0
Tiprl,2.0,3.0,7.0,4.0,4.0,5.0,6.0,0.0,1.0,6.0,0.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,6.0,,0.0,2.0,0.0,1.0,6.0,1.0,10.0
Tirap,6.0,0.0,1.0,4.0,5.0,14.0,5.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0
Tjap1,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
Tjp1,,0.0,0.0,,0.0,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,,0.0,5.0
Tjp2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0
Tk1,3.0,1.0,5.0,8.0,8.0,1.0,8.0,15.0,1.0,18.0,16.0,17.0,14.0,14.0,13.0,4.0,8.0,4.0,12.0,4.0,2.0,2.0,7.0,3.0,24.0,8.0,2.0,0.0
Tk2,0.0,0.0,2.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,1.0
Tkt,13.0,23.0,21.0,24.0,22.0,6.0,6.0,0.0,14.0,11.0,5.0,12.0,9.0,1.0,7.0,8.0,4.0,,4.0,7.0,0.0,3.0,6.0,4.0,15.0,5.0,8.0,10.0
Tktl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tle1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,,
Tle2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Tle3,1.0,2.0,0.0,2.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Tle4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0
Tle6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tlk1,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
Tlk2,,,0.0,0.0,1.0,,,,1.0,0.0,0.0,0.0,,0.0,,1.0,1.0,,1.0,,0.0,0.0,,1.0,10.0,,0.0,0.0
Tll1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Tln1,17.0,7.0,9.0,12.0,22.0,7.0,6.0,10.0,29.0,15.0,11.0,10.0,23.0,17.0,31.0,9.0,16.0,1.0,10.0,6.0,18.0,9.0,14.0,3.0,14.0,11.0,27.0,14.0
Tln2,7.0,0.0,1.0,6.0,3.0,1.0,1.0,3.0,5.0,2.0,6.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,7.0,1.0,3.0,3.0,0.0
Tlr1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tlr2,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tlr3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tlr4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tlr5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tlr6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tm2d1,11.0,4.0,1.0,2.0,6.0,0.0,7.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,0.0,2.0,4.0,2.0,1.0,3.0,2.0,6.0,3.0
Tm2d2,24.0,2.0,0.0,4.0,5.0,4.0,19.0,11.0,5.0,4.0,7.0,6.0,4.0,7.0,2.0,8.0,5.0,2.0,13.0,6.0,6.0,8.0,5.0,2.0,22.0,4.0,3.0,1.0
Tm2d3,,5.0,2.0,9.0,9.0,,2.0,,0.0,3.0,3.0,1.0,8.0,9.0,1.0,4.0,7.0,,5.0,10.0,,2.0,3.0,4.0,2.0,3.0,4.0,3.0
Tm4sf1,8.0,4.0,4.0,10.0,26.0,12.0,22.0,0.0,14.0,15.0,0.0,0.0,11.0,0.0,6.0,2.0,2.0,5.0,9.0,10.0,3.0,4.0,9.0,6.0,5.0,5.0,14.0,16.0
Tm6sf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tm6sf2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tm7sf3,5.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0
Tm9sf1,4.0,3.0,1.0,0.0,4.0,3.0,4.0,0.0,1.0,4.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,0.0,1.0,,4.0,1.0,1.0,3.0
Tm9sf2,11.0,3.0,6.0,5.0,14.0,8.0,18.0,7.0,2.0,13.0,6.0,6.0,1.0,3.0,3.0,6.0,3.0,4.0,6.0,6.0,0.0,6.0,8.0,3.0,3.0,7.0,4.0,2.0
Tm9sf3,22.0,8.0,12.0,7.0,15.0,18.0,29.0,10.0,12.0,8.0,12.0,13.0,16.0,11.0,7.0,13.0,5.0,5.0,11.0,4.0,10.0,14.0,8.0,5.0,11.0,4.0,14.0,4.0
Tm9sf4,3.0,0.0,1.0,2.0,0.0,7.0,1.0,2.0,6.0,2.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Tmbim1,10.0,1.0,11.0,2.0,3.0,2.0,4.0,9.0,8.0,2.0,2.0,3.0,2.0,2.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,3.0,1.0,4.0,1.0,2.0,2.0
Tmbim4,2.0,1.0,0.0,2.0,0.0,2.0,8.0,13.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0
Tmbim6,12.0,7.0,17.0,6.0,17.0,7.0,28.0,43.0,26.0,12.0,17.0,15.0,21.0,7.0,13.0,13.0,11.0,4.0,20.0,13.0,13.0,18.0,16.0,26.0,22.0,14.0,18.0,19.0
Tmc4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmc6,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
Tmc7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Tmc8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmcc1,,,,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,,,1.0,1.0,,0.0,0.0,,0.0,
Tmcc2,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Tmcc3,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,,2.0,,1.0
Tmco3,5.0,2.0,2.0,3.0,0.0,4.0,13.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,0.0
Tmco4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Tmco6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,2.0,1.0,0.0,0.0
Tmed1,12.0,10.0,3.0,10.0,4.0,0.0,0.0,0.0,2.0,16.0,3.0,11.0,3.0,3.0,5.0,2.0,3.0,0.0,4.0,6.0,1.0,9.0,2.0,1.0,2.0,2.0,8.0,4.0
Tmed10,23.0,9.0,25.0,16.0,24.0,10.0,21.0,25.0,13.0,22.0,20.0,18.0,20.0,8.0,5.0,10.0,9.0,9.0,14.0,8.0,12.0,9.0,10.0,7.0,16.0,15.0,31.0,11.0
Tmed3,9.0,5.0,22.0,15.0,14.0,0.0,19.0,22.0,16.0,4.0,22.0,14.0,13.0,10.0,6.0,19.0,14.0,0.0,9.0,4.0,2.0,2.0,1.0,10.0,12.0,6.0,10.0,8.0
Tmed4,4.0,0.0,1.0,4.0,7.0,2.0,9.0,0.0,4.0,11.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,3.0,2.0,6.0,1.0,1.0,2.0
Tmed5,0.0,6.0,2.0,1.0,4.0,2.0,1.0,5.0,9.0,7.0,4.0,0.0,5.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,6.0,3.0,10.0,3.0,0.0,3.0
Tmed7,1.0,2.0,4.0,3.0,0.0,1.0,12.0,8.0,1.0,2.0,2.0,5.0,7.0,6.0,0.0,3.0,1.0,0.0,7.0,5.0,1.0,1.0,1.0,3.0,11.0,0.0,4.0,7.0
Tmed8,,0.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0
Tmed9,44.0,31.0,40.0,43.0,22.0,23.0,48.0,14.0,43.0,30.0,22.0,32.0,33.0,20.0,18.0,32.0,27.0,0.0,20.0,16.0,3.0,20.0,16.0,11.0,15.0,14.0,30.0,45.0
Tmeff1,,,3.0,0.0,,0.0,1.0,0.0,5.0,4.0,,2.0,,0.0,2.0,,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0
Tmeff2,3.0,0.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,3.0,5.0,0.0,1.0,0.0
Tmem100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem101,,0.0,0.0,,0.0,0.0,,0.0,0.0,5.0,1.0,,,2.0,5.0,,4.0,0.0,0.0,,,,1.0,,0.0,0.0,,3.0
Tmem104,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tmem106a,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0
Tmem106b,9.0,2.0,7.0,2.0,2.0,0.0,7.0,1.0,6.0,3.0,1.0,,4.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0
Tmem106c,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,5.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0
Tmem107,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0
Tmem109,2.0,0.0,8.0,2.0,16.0,9.0,3.0,3.0,7.0,5.0,5.0,4.0,7.0,6.0,8.0,1.0,6.0,0.0,3.0,18.0,1.0,4.0,6.0,1.0,10.0,7.0,6.0,4.0
Tmem11,,0.0,2.0,0.0,0.0,9.0,20.0,,8.0,6.0,1.0,6.0,5.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,,2.0,1.0,1.0,6.0,8.0,4.0,3.0
Tmem110,,0.0,4.0,3.0,0.0,0.0,,2.0,3.0,2.0,0.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0
Tmem116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem117,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Tmem119,3.0,5.0,1.0,1.0,1.0,8.0,12.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,3.0,5.0,5.0,3.0,12.0,0.0,6.0,2.0
Tmem120a,2.0,1.0,12.0,8.0,10.0,4.0,14.0,14.0,2.0,3.0,3.0,4.0,6.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,1.0,3.0,5.0,12.0
Tmem120b,,0.0,0.0,,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
Tmem123,4.0,2.0,6.0,9.0,0.0,5.0,3.0,11.0,10.0,13.0,3.0,9.0,8.0,5.0,3.0,7.0,7.0,2.0,4.0,7.0,4.0,2.0,10.0,3.0,10.0,3.0,5.0,8.0
Tmem126a,0.0,11.0,22.0,0.0,22.0,17.0,9.0,10.0,8.0,11.0,2.0,9.0,14.0,0.0,13.0,8.0,8.0,2.0,6.0,19.0,8.0,22.0,17.0,9.0,23.0,13.0,5.0,20.0
Tmem126b,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,1.0,0.0
Tmem127,3.0,1.0,,7.0,0.0,1.0,6.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0
Tmem128,2.0,1.0,1.0,0.0,0.0,2.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,0.0
Tmem129,0.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
Tmem130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem131,,0.0,0.0,1.0,,1.0,0.0,,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0
Tmem132a,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,,0.0,0.0,3.0,2.0,0.0,5.0
Tmem134,12.0,,0.0,2.0,,,,3.0,5.0,0.0,5.0,6.0,9.0,3.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,8.0,,4.0,4.0,2.0,,1.0
Tmem135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0
Tmem136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tmem138,0.0,1.0,0.0,,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0
Tmem140,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
Tmem141,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Tmem143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Tmem144,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Tmem147,16.0,0.0,23.0,12.0,28.0,19.0,14.0,22.0,35.0,19.0,7.0,6.0,12.0,15.0,19.0,13.0,11.0,5.0,16.0,11.0,7.0,15.0,8.0,7.0,18.0,16.0,19.0,15.0
Tmem14c,28.0,16.0,9.0,11.0,18.0,20.0,17.0,0.0,14.0,9.0,9.0,10.0,12.0,10.0,6.0,4.0,4.0,0.0,5.0,8.0,3.0,12.0,6.0,4.0,24.0,1.0,6.0,4.0
Tmem151a,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tmem154,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0
Tmem158,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem159,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Tmem161a,3.0,4.0,10.0,4.0,3.0,0.0,10.0,4.0,0.0,5.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,0.0,5.0,3.0,2.0,4.0,5.0,1.0,5.0,3.0,3.0,0.0
Tmem161b,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0
Tmem164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0
Tmem165,2.0,,8.0,6.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,0.0,6.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,2.0
Tmem167,10.0,7.0,8.0,19.0,8.0,9.0,22.0,28.0,8.0,11.0,11.0,5.0,10.0,17.0,4.0,6.0,6.0,3.0,9.0,22.0,10.0,4.0,9.0,3.0,7.0,8.0,12.0,11.0
Tmem167b,0.0,1.0,0.0,5.0,,0.0,0.0,6.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,3.0,1.0,5.0,1.0
Tmem168,1.0,0.0,,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0,4.0,
Tmem17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Tmem170,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
