,SS3_MAF_Leo171129_p2_S1,SS3_MAF_Leo171129_p2_S22,SS3_MAF_Leo171129_p2_S26,SS3_MAF_Leo171129_p2_S28,SS3_MAF_Leo171129_p2_S30,SS3_MAF_Leo171129_p2_S32,SS3_MAF_Leo171129_p2_S55,SS3_MAF_Leo171129_p2_S5,SS3_MAF_Leo171129_p2_S6,SS3_MAF_Leo171129_p2_S76,SS3_MAF_Leo171129_p2_S81,SS3_MAF_Leo171129_p2_S94,SS3_MAF_Leo171129_p2_S9,SS3_MAF_leo180223_p6_A09_S9,SS3_MAF_leo180223_p6_B05_S17,SS3_MAF_leo180223_p6_A05_S5,SS3_MAF_leo180223_p6_C04_S28,SS3_MAF_leo180223_p6_D06_S42,SS3_MAF_leo180223_p6_G01_S73,SS3_MAF_leo180223_p6_G05_S77,SS3_MAF_leo180223_p4_S104,SS3_MAF_leo180223_p4_S116,SS3_MAF_leo180223_p4_S131,SS3_MAF_leo180223_p4_S139,SS3_MAF_leo180223_p4_S138,SS3_MAF_leo180223_p4_S148,SS3_MAF_leo180223_p4_S150,SS3_MAF_leo180223_p4_S151,SS3_MAF_leo180223_p4_S158,SS3_MAF_leo180223_p4_S187,SS3_MAF_leo180223_p4_S191
Mmadhc,13.0,5.0,4.0,2.0,0.0,6.0,8.0,0.0,5.0,11.0,0.0,2.0,4.0,3.0,0.0,2.0,5.0,3.0,0.0,3.0,4.0,4.0,2.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,2.0
Mmd,14.0,1.0,0.0,0.0,0.0,1.0,4.0,10.0,3.0,5.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0
Mme,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmgt1,0.0,0.0,0.0,0.0,,7.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Mmgt2,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
Mmp11,,0.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,3.0,1.0,2.0,3.0,4.0,0.0,2.0,1.0,0.0,
Mmp13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp14,31.0,4.0,14.0,7.0,0.0,8.0,13.0,0.0,25.0,9.0,1.0,12.0,11.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,10.0,1.0,3.0,5.0,0.0,7.0,11.0,2.0,0.0
Mmp16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mmp17,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mmp19,1.0,2.0,0.0,,,2.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,,1.0,0.0,0.0,1.0,1.0,0.0
Mmp1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp2,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0
Mmp23,0.0,3.0,0.0,1.0,,1.0,5.0,3.0,5.0,1.0,0.0,14.0,2.0,,0.0,1.0,6.0,6.0,0.0,,0.0,2.0,1.0,0.0,8.0,2.0,0.0,0.0,,0.0,0.0
Mmp27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,,0.0,1.0,0.0,0.0
Mmp9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mmrn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mms19,0.0,,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0
Mms22l,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,
Mn1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Mnat1,0.0,1.0,6.0,,0.0,,7.0,,2.0,5.0,0.0,,1.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0
Mnd1,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mns1,0.0,0.0,1.0,,0.0,2.0,4.0,1.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0
Moap1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mocos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mocs2,3.0,3.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,5.0,5.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0
Mocs3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mogat2,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mogs,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
Mon1a,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Mon1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon2,0.0,2.0,12.0,1.0,,,5.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,,1.0,0.0,0.0,,0.0,5.0,5.0,1.0,2.0,3.0,1.0,0.0
Morc2a,0.0,0.0,2.0,0.0,4.0,0.0,3.0,,5.0,2.0,0.0,1.0,6.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0
Morc3,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0
Morc4,1.0,,0.0,0.0,0.0,5.0,1.0,,0.0,2.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Morf4l2,,,,,0.0,11.0,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,
Morn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morn2,,,0.0,,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Morn4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,
Mospd1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mospd2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mospd3,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,
Mospd4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mov10,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Moxd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mpdu1,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,,0.0,0.0
Mpdz,,2.0,0.0,1.0,0.0,0.0,6.0,2.0,5.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,,3.0,1.0,0.0,2.0,0.0,0.0,0.0
Mpg,0.0,1.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,9.0,1.0,0.0,12.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0
Mphosph10,1.0,8.0,4.0,0.0,,3.0,2.0,1.0,2.0,3.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0
Mphosph8,3.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,5.0,16.0,1.0,0.0,,1.0,11.0,0.0,0.0,,1.0,2.0,0.0,14.0,,,5.0,8.0,2.0,0.0
Mphosph9,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mpi,3.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Mpp1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mpp2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Mpp5,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,11.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0
Mpp6,2.0,0.0,3.0,0.0,0.0,1.0,0.0,,,,0.0,,12.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,3.0,2.0,0.0,,4.0,0.0,
Mpp7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mppe1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mprip,11.0,7.0,2.0,0.0,0.0,11.0,8.0,11.0,19.0,8.0,6.0,15.0,7.0,3.0,1.0,,8.0,10.0,1.0,4.0,4.0,24.0,8.0,0.0,12.0,2.0,0.0,8.0,12.0,2.0,6.0
Mpst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Mpv17,2.0,0.0,4.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,4.0,6.0,9.0,2.0,0.0,0.0
Mpv17l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mpzl1,2.0,5.0,4.0,1.0,0.0,4.0,8.0,17.0,5.0,15.0,0.0,16.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,1.0
Mpzl2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mpzl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mras,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,,0.0,0.0,,,0.0,,,0.0,,,,,0.0
Mrc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Mrc2,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0
Mre11a,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Mreg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrfap1,9.0,9.0,13.0,3.0,1.0,9.0,7.0,1.0,8.0,10.0,1.0,10.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,11.0,7.0,1.0,6.0,4.0,1.0,1.0
Mrgpre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0
Mrgprf,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
Mri1,,0.0,1.0,3.0,0.0,,6.0,0.0,17.0,,0.0,0.0,13.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,
Mrm1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mrpl1,6.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0
Mrpl10,0.0,1.0,5.0,0.0,0.0,2.0,4.0,3.0,7.0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0
Mrpl11,,,2.0,0.0,2.0,5.0,3.0,4.0,4.0,8.0,,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,1.0,1.0,2.0
Mrpl13,6.0,9.0,14.0,4.0,4.0,16.0,4.0,6.0,5.0,23.0,8.0,18.0,30.0,4.0,1.0,2.0,10.0,1.0,9.0,1.0,0.0,15.0,4.0,1.0,5.0,9.0,0.0,13.0,16.0,7.0,0.0
Mrpl14,5.0,10.0,19.0,,9.0,4.0,0.0,0.0,2.0,10.0,15.0,7.0,11.0,0.0,4.0,3.0,1.0,3.0,4.0,,0.0,0.0,6.0,2.0,16.0,11.0,,4.0,4.0,2.0,5.0
Mrpl15,1.0,0.0,5.0,4.0,,17.0,16.0,,0.0,10.0,8.0,7.0,12.0,3.0,2.0,2.0,8.0,4.0,6.0,1.0,1.0,6.0,0.0,0.0,5.0,6.0,3.0,7.0,2.0,4.0,0.0
Mrpl16,9.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Mrpl17,15.0,11.0,4.0,7.0,6.0,20.0,17.0,0.0,37.0,26.0,6.0,0.0,22.0,5.0,1.0,0.0,2.0,3.0,3.0,5.0,1.0,5.0,2.0,0.0,10.0,12.0,2.0,6.0,6.0,4.0,4.0
Mrpl18,18.0,0.0,1.0,0.0,0.0,9.0,7.0,,4.0,10.0,11.0,0.0,2.0,4.0,,0.0,3.0,2.0,0.0,1.0,0.0,5.0,0.0,,5.0,0.0,0.0,3.0,8.0,0.0,
Mrpl19,2.0,5.0,4.0,,0.0,3.0,5.0,0.0,4.0,0.0,0.0,2.0,12.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,3.0,1.0,1.0,2.0,0.0,0.0
Mrpl20,12.0,3.0,28.0,12.0,7.0,13.0,24.0,10.0,6.0,22.0,0.0,5.0,27.0,3.0,3.0,1.0,2.0,5.0,2.0,6.0,0.0,17.0,4.0,5.0,19.0,7.0,3.0,14.0,5.0,6.0,9.0
Mrpl24,,0.0,,,0.0,,0.0,0.0,0.0,4.0,,,12.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,2.0,,,,,1.0,0.0
Mrpl27,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Mrpl28,10.0,4.0,13.0,4.0,0.0,12.0,8.0,8.0,5.0,5.0,4.0,2.0,6.0,2.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,12.0,12.0,0.0,6.0,13.0,,8.0,5.0,4.0,1.0
Mrpl3,4.0,2.0,2.0,0.0,1.0,2.0,16.0,0.0,7.0,6.0,0.0,5.0,6.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,2.0,6.0,4.0,4.0,6.0,5.0,1.0,6.0,8.0,6.0,2.0
Mrpl32,4.0,2.0,4.0,0.0,3.0,8.0,6.0,0.0,2.0,8.0,2.0,14.0,10.0,1.0,3.0,0.0,2.0,,1.0,1.0,0.0,6.0,0.0,1.0,6.0,0.0,0.0,2.0,4.0,1.0,
Mrpl33,5.0,12.0,9.0,7.0,9.0,11.0,48.0,10.0,32.0,20.0,7.0,30.0,44.0,11.0,4.0,7.0,11.0,14.0,4.0,6.0,4.0,18.0,0.0,3.0,13.0,19.0,9.0,25.0,18.0,5.0,4.0
Mrpl35,0.0,14.0,0.0,,0.0,,6.0,0.0,,9.0,,,0.0,0.0,0.0,,8.0,0.0,,,0.0,,,,0.0,11.0,0.0,,0.0,0.0,1.0
Mrpl36,2.0,5.0,3.0,0.0,1.0,0.0,2.0,6.0,1.0,9.0,0.0,4.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,8.0,1.0,0.0,2.0,2.0,2.0,4.0
Mrpl37,0.0,,4.0,1.0,5.0,8.0,7.0,1.0,6.0,12.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,2.0,2.0,3.0,4.0,0.0,4.0,3.0,0.0,2.0
Mrpl38,,0.0,0.0,0.0,0.0,3.0,13.0,,14.0,5.0,6.0,0.0,0.0,3.0,,0.0,,,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0
Mrpl39,0.0,1.0,1.0,1.0,,0.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,7.0,2.0,0.0,9.0,2.0,0.0,0.0
Mrpl4,0.0,1.0,9.0,1.0,3.0,8.0,11.0,1.0,10.0,13.0,0.0,6.0,15.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,8.0,10.0,0.0,2.0,6.0,3.0,0.0
Mrpl40,3.0,2.0,5.0,0.0,3.0,7.0,14.0,3.0,6.0,5.0,2.0,1.0,5.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,
Mrpl41,1.0,7.0,6.0,2.0,0.0,5.0,2.0,3.0,4.0,8.0,1.0,11.0,12.0,0.0,0.0,2.0,2.0,5.0,2.0,1.0,1.0,10.0,5.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
Mrpl42,17.0,8.0,12.0,5.0,4.0,13.0,17.0,2.0,10.0,34.0,7.0,17.0,35.0,1.0,5.0,7.0,7.0,14.0,11.0,6.0,2.0,6.0,3.0,6.0,12.0,11.0,8.0,15.0,9.0,0.0,7.0
Mrpl43,7.0,0.0,1.0,7.0,0.0,16.0,6.0,1.0,0.0,6.0,3.0,1.0,4.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,2.0,1.0,1.0,0.0,13.0,7.0,2.0,0.0,5.0,0.0,0.0
Mrpl44,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0
Mrpl45,8.0,1.0,1.0,7.0,0.0,2.0,11.0,0.0,2.0,6.0,1.0,1.0,3.0,0.0,,,7.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,9.0,3.0,0.0,8.0,1.0,1.0,0.0
Mrpl46,2.0,1.0,5.0,0.0,0.0,5.0,4.0,7.0,1.0,8.0,4.0,0.0,17.0,0.0,0.0,0.0,8.0,5.0,0.0,6.0,0.0,3.0,3.0,1.0,10.0,7.0,1.0,3.0,3.0,0.0,0.0
